Sup;Conf;Lift;Conv;Chi2;Lapl;Leve;Jacc;Cosi;Phi;MI;WRA;Entp;Gini;Cons;Ant
0.04;0.3076923076923077;2.4227740763173835;1.2610000000000001;44.003321947960295;0.3106060606060606;0.02349;0.18433179723502305;0.31130525702707834;0.20976968786733777;0.046396478673042835;0.023490000000000004;0.017580161838418817;0.004878692307692445;bananas;peaches
0.027;0.14285714285714285;1.124859392575928;1.0185;0.5285339180060767;0.14659685863874344;0.0029969999999999997;0.09342560553633218;0.17427335883476297;0.022989865549978245;0.07743097673992502;0.0029969999999999984;2.5751889872743794E-4;5.859908402316982E-5;bananas;onions
0.026;0.14054054054054055;1.1066184294530752;1.015754716981132;0.3753774317176547;0.1443850267379679;0.0025050000000000003;0.09090909090909091;0.1696233449905406;0.019374659525206;0.06827554852435459;0.002505000000000001;1.835242761358269E-4;4.161847123196338E-5;bananas;oranges
0.029;0.13122171945701358;1.0332418854882959;1.0048593749999999;0.04560532882874785;0.13452914798206278;9.329999999999998E-4;0.09090909090909091;0.17310116891332822;0.006753171760643127;0.16499747569734588;9.330000000000009E-4;2.265088166264473E-5;5.056308412632049E-6;bananas;apples
0.127;0.127;1.0;1.0;0.0;0.1277445109780439;0.0;0.127;0.3563705936241092;0.0;-1.0;0.0;0.0;0.0;bananas;
0.035;0.12367491166077739;0.9738182020533652;0.9962056451612903;0.03936005449041283;0.12631578947368421;-9.409999999999905E-4;0.09333333333333334;0.18461754269805397;-0.006273759199268946;0.4091132581170656;-9.409999999999991E-4;1.977038576689294E-5;4.363888601588428E-6;bananas;potatoes
0.022;0.10138248847926268;0.798287310860336;0.9714923076923077;1.6404155880141902;0.1050228310502283;-0.0055590000000000014;0.06832298136645963;0.13252290684605206;-0.04050204424487968;0.1546455837929279;-0.005558999999999999;8.586979587863475E-4;1.818745166587421E-4;bananas;lettuce
0.04;0.31496062992125984;2.4227740763173835;1.27;44.003321947960295;0.3178294573643411;0.02349;0.18433179723502305;0.31130525702707834;0.20976968786733777;0.046396478673042835;0.02349;0.01758016183841893;0.004976775712314363;peaches;bananas
0.039;0.21081081081081082;1.6216216216216217;1.1023972602739727;13.10661200654854;0.21390374331550802;0.014949999999999998;0.14130434782608695;0.2514820932854728;0.1144841124634704;0.07474940533197558;0.014950000000000001;0.005885220506575861;0.0014823578179407049;peaches;oranges
0.044;0.19909502262443438;1.5315001740341105;1.086271186440678;11.975281686661162;0.20179372197309417;0.015269999999999995;0.14332247557003258;0.2595881500714177;0.10943163019283389;0.16520676019067967;0.015269999999999995;0.005492647994243316;0.0013544043587613297;peaches;apples
0.02;0.16129032258064516;1.2406947890818858;1.0373076923076923;1.2253920401481608;0.16666666666666666;0.0038800000000000015;0.08547008547008547;0.15752427045264397;0.0350056001255251;0.002415914619251375;0.003879999999999999;5.807777335415376E-4;1.385918397406316E-4;peaches;plums
0.029;0.1336405529953917;1.0280042538107055;1.0042021276595745;0.032476564510880955;0.136986301369863;7.89999999999999E-4;0.09119496855345911;0.17266187581661;0.005698821326456987;0.1391302627576259;7.899999999999999E-4;1.614654137171989E-5;3.6730994460443256E-6;peaches;lettuce
0.13;0.13;1.0;1.0;0.0;0.13073852295409183;0.0;0.13;0.36055512754639896;0.0;-1.0;0.0;0.0;0.0;peaches;
0.035;0.12367491166077739;0.9513454743136722;0.9927822580645161;0.13961685980622754;0.12631578947368421;-0.001789999999999993;0.09259259259259259;0.18247490677070788;-0.011815957845482802;0.38480586910166376;-0.00179;7.041013250574935E-5;1.579066684420649E-5;peaches;potatoes
0.028;0.10646387832699619;0.818952910207663;0.9736595744680852;1.7478149781103347;0.10943396226415095;-0.0061900000000000045;0.07671232876712329;0.1514288000540669;-0.04180687716285847;0.30199319127953717;-0.006190000000000003;9.063426429484767E-4;1.9767787402424908E-4;peaches;tomatoes
0.02;0.10582010582010581;0.8140008140008139;0.9729585798816568;1.204722819870856;0.1099476439790576;-0.004570000000000001;0.06688963210702341;0.1275931670584921;-0.03470911724418898;0.06949346617082444;-0.004570000000000002;6.295258962240591E-4;1.362541509273285E-4;peaches;onions
0.033;0.42857142857142855;2.4489795918367347;1.44375;37.15332286760857;0.43037974683544306;0.019525;0.1506849315068493;0.2842821248876057;0.19275197240912628;0.3918246238698364;0.019524999999999997;0.014877366515515189;0.005364010989010959;carrots;potatoes  &  tomatoes
0.022;0.3793103448275862;2.167487684729064;1.3291666666666666;17.801877454853514;0.38333333333333336;0.01185;0.10426540284360189;0.21836833347360465;0.1334236765152779;0.6865684842987793;0.01185;0.0073010214355243575;0.0025701460575444646;carrots;onions  &  tomatoes
0.039;0.35135135135135137;2.007722007722008;1.2718749999999999;26.895944781209124;0.35398230088495575;0.019575000000000002;0.15789473684210525;0.2798234413003284;0.16399983164994142;0.130037632434486;0.019575000000000002;0.011413190863515221;0.0038831020277870776;carrots;lettuce  &  tomatoes
0.085;0.3231939163498099;1.8468223791417708;1.2189606741573034;54.28214666674975;0.32452830188679244;0.03897500000000001;0.24079320113314448;0.39620689320991187;0.23298529281212105;0.1520094413361626;0.038975;0.024716404438591688;0.007836984925011947;carrots;tomatoes
0.025;0.3048780487804878;1.7421602787456447;1.186842105263158;10.436399245581457;0.30952380952380953;0.010650000000000001;0.10775862068965517;0.20869596778242053;0.10215869637765283;0.2996321337265092;0.010650000000000001;0.004549884014256267;0.0015067551410807845;carrots;onions  &  potatoes
0.021;0.28;1.6000000000000003;1.1458333333333333;6.191646191646191;0.2857142857142857;0.007875000000000002;0.09170305676855896;0.1833030277982336;0.07868701412333674;0.3713617173606773;0.007875000000000002;0.0027541706008822886;8.93918918918879E-4;carrots;lettuce  &  potatoes
0.068;0.24028268551236748;1.3730439172135285;1.0859302325581395;11.651217396593449;0.24210526315789474;0.018475000000000012;0.17435897435897435;0.3055601190772774;0.10794080505811258;0.1565934734382983;0.018475;0.005551939235380776;0.0016821445116332878;carrots;potatoes
0.041;0.21693121693121692;1.2396069538926682;1.0535472972972972;2.8380751180351904;0.2198952879581152;0.007925000000000001;0.12693498452012383;0.22544153368356815;0.05327358743350397;0.005770185371689371;0.007925;0.0013587182925359764;4.097470951662796E-4;carrots;onions
0.045;0.2073732718894009;1.184990125082291;1.040843023255814;2.0117738746903426;0.2100456621004566;0.0070250000000000035;0.12968299711815562;0.23092110260585344;0.044852802305879895;0.026315571119369906;0.007025;9.740191686452571E-4;2.904498531582922E-4;carrots;lettuce
0.022;0.1774193548387097;1.0138248847926268;1.0029411764705882;0.005738847983655771;0.18253968253968253;3.0000000000000165E-4;0.07942238267148015;0.14934573132646872;0.0023955892769120138;0.05504434532612602;3.0000000000000247E-4;2.8605468149200952E-6;8.285461776669223E-7;carrots;plums
0.175;0.175;1.0;1.0;0.0;0.17564870259481039;0.0;0.175;0.4183300132670378;0.0;-1.0;0.0;0.0;0.0;carrots;
0.035;0.1583710407239819;0.9049773755656109;0.980241935483871;0.5433666235599333;0.16143497757847533;-0.0036749999999999977;0.09695290858725762;0.17797249266332252;-0.023310225729493324;0.029438226903772072;-0.0036749999999999994;2.768270260062877E-4;7.844855627636704E-5;carrots;apples
0.028;0.15135135135135136;0.8648648648648649;0.9721337579617834;0.8792953578229651;0.15508021390374332;-0.004375;0.08433734939759036;0.15561560402548394;-0.02965291482844419;0.002437555717304748;-0.004374999999999996;4.5270779216072254E-4;1.269482672857647E-4;carrots;oranges
0.036;0.10714285714285714;0.6122448979591837;0.9239999999999999;16.138766569059165;0.10946745562130178;-0.0228;0.07578947368421053;0.14846149779161807;-0.12703844524024674;0.3204751182850669;-0.0228;0.00863513156647061;0.002330034423407845;carrots;confectionery
0.039;0.3;1.6216216216216215;1.1642857142857144;13.10661200654854;0.30303030303030304;0.014949999999999998;0.14130434782608695;0.2514820932854728;0.1144841124634704;0.07474940533197558;0.01495;0.005885220506575806;0.0019761494252874545;oranges;peaches
0.028;0.22580645161290322;1.2205754141238012;1.0527083333333334;1.563312877085516;0.23015873015873015;0.005060000000000002;0.099644128113879;0.18486782195792334;0.039538751587341735;0.07885118754411233;0.005059999999999999;7.475895629752705E-4;2.357084990427527E-4;oranges;plums
0.026;0.2047244094488189;1.1066184294530752;1.0248019801980197;0.3753774317176547;0.20930232558139536;0.0025050000000000003;0.09090909090909091;0.1696233449905406;0.019374659525205996;0.06827554852435459;0.002505;1.835242761358269E-4;5.659753226727737E-5;oranges;bananas
0.044;0.20276497695852536;1.0960269024785154;1.0222832369942196;0.580093409890661;0.2054794520547945;0.0038549999999999973;0.12290502793296089;0.21960233083702613;0.02408512839680664;0.013932686040232388;0.0038550000000000025;2.851376250613824E-4;8.746358387634601E-5;oranges;lettuce
0.185;0.185;1.0;1.0;0.0;0.18562874251497005;0.0;0.185;0.4301162633521313;0.0;-1.0;0.0;0.0;0.0;oranges;
0.04;0.18099547511312217;0.9783539195303901;0.9951104972375691;0.030173623909219068;0.18385650224215247;-8.849999999999969E-4;0.1092896174863388;0.19782354961231385;-0.005493052330828386;0.016794150469226454;-8.850000000000006E-4;1.5147870464027324E-5;4.549428144984269E-6;oranges;apples
0.02;0.18018018018018017;0.9739469198928659;0.994120879120879;0.01923771502731642;0.18584070796460178;-5.350000000000008E-4;0.07246376811594203;0.13956696743089791;-0.004386081967692416;0.12691314535155646;-5.350000000000008E-4;9.676178781226064E-6;2.900566483221567E-6;oranges;tomatoes  &  lettuce
0.032;0.1693121693121693;0.9152009152009152;0.9811146496815286;0.3803972773585396;0.17277486910994763;-0.0029650000000000024;0.0935672514619883;0.1711327826175607;-0.019503775976936852;6.239276610286189E-4;-0.0029650000000000015;1.9354843184848924E-4;5.735439949372534E-5;oranges;onions
0.047;0.16607773851590105;0.897717505491357;0.9773093220338982;0.9373116651586483;0.16842105263157894;-0.005354999999999992;0.11163895486935867;0.20540867254839507;-0.03061554613523409;0.11420257969232273;-0.005355000000000003;4.7667564125508655E-4;1.413231663144332E-4;oranges;potatoes
0.043;0.1634980988593156;0.8837735073476519;0.9742954545454544;1.0942401477537502;0.1660377358490566;-0.005655000000000007;0.10617283950617284;0.19494168568048506;-0.033079300895783044;0.07485119303565642;-0.005654999999999997;5.584956964221344E-4;1.649840582775841E-4;oranges;tomatoes
0.028;0.16;0.8648648648648649;0.9702380952380952;0.8792953578229651;0.1638418079096045;-0.004375;0.08433734939759036;0.15561560402548394;-0.02965291482844419;0.002437555717304748;-0.004374999999999999;4.5270779216072254E-4;1.3257575757585904E-4;oranges;carrots
0.046;0.13690476190476192;0.7400257400257401;0.9442758620689654;7.763293741562643;0.1390532544378698;-0.01616;0.0968421052631579;0.18450253125955762;-0.08810955533631211;0.2612122555949125;-0.016159999999999997;0.004041378519972938;0.0011705106138841792;oranges;confectionery
0.029;0.37662337662337664;1.9927162784305643;1.3009791666666666;19.15932749516248;0.379746835443038;0.014447000000000002;0.12236286919831224;0.24039295346263034;0.13841722253810212;0.45389310147179884;0.014447000000000002;0.0081198162200381;0.002936722559130911;onions;tomatoes  &  potatoes
0.028;0.37333333333333335;1.9753086419753088;1.2941489361702125;17.973995368158953;0.37662337662337664;0.013825;0.11864406779661017;0.2351778943168525;0.13406713008101184;0.4804667805916266;0.013825;0.007629442785046792;0.002755036036035996;onions;lettuce  &  potatoes
0.025;0.36764705882352944;1.9452225334578277;1.2825116279069768;15.19154984897267;0.37142857142857144;0.012148;0.10775862068965517;0.2205233850104013;0.12325400540742143;0.5916201409490635;0.012148000000000003;0.006461103826427506;0.002328545569300733;onions;carrots  &  potatoes
0.082;0.28975265017667845;1.5330828051676109;1.141855721393035;26.139518207189656;0.2912280701754386;0.02851300000000001;0.21025641025641026;0.35455999495676904;0.16167720373382782;0.1275340070439669;0.028512999999999997;0.012296765460355463;0.004006639211279861;onions;potatoes
0.02;0.2702702702702703;1.43000143000143;1.1113703703703703;3.44351106415912;0.27631578947368424;0.006014;0.0823045267489712;0.16911542981061367;0.05868143713440494;0.47245054069214715;0.006014000000000001;0.0015799927284928517;5.278179324031962E-4;onions;confectionery  &  potatoes
0.022;0.25882352941176473;1.3694366635543107;1.0942063492063492;2.9547365772470506;0.26436781609195403;0.005934999999999996;0.0873015873015873;0.17357305838808865;0.05435748869518392;0.3336348677640366;0.005935000000000003;0.0013716406545424276;4.528990678237532E-4;onions;peas
0.022;0.25882352941176473;1.3694366635543107;1.0942063492063492;2.9547365772470506;0.26436781609195403;0.005934999999999996;0.0873015873015873;0.17357305838808865;0.05435748869518392;0.3336348677640366;0.005935000000000003;0.0013716406545424276;4.528990678237532E-4;onions;carrots  &  tomatoes
0.031;0.25;1.3227513227513228;1.0813333333333333;3.43632783993351;0.25396825396825395;0.007564000000000001;0.1099290780141844;0.2024976320979853;0.058620199930855876;0.09076695503163126;0.0075639999999999995;0.0016146134501393572;5.267168949771861E-4;onions;plums
0.053;0.24423963133640553;1.2922731816741033;1.073091463414634;5.517176229033856;0.2465753424657534;0.011986999999999998;0.1501416430594901;0.26170685628910734;0.0742776967133059;0.01543775660583678;0.011987;0.002631757152802894;8.456672552099587E-4;onions;lettuce
0.027;0.24324324324324326;1.287001287001287;1.0716785714285713;2.3967892948820264;0.24778761061946902;0.006020999999999999;0.0989010989010989;0.18641092980036003;0.04895701476685466;0.14287784131375372;0.006021000000000001;0.0011317684902045766;3.6737746633030977E-4;onions;lettuce  &  tomatoes
0.041;0.2342857142857143;1.2396069538926682;1.059141791044776;2.8380751180351904;0.23728813559322035;0.007925000000000001;0.12693498452012383;0.22544153368356815;0.05327358743350397;0.0057701853716893734;0.007925;0.001358718292535921;4.3501731601736093E-4;onions;carrots
0.058;0.22053231939163498;1.1668376687388093;1.0404536585365853;2.314821119463127;0.22264150943396227;0.008293000000000002;0.14720812182741116;0.26014723674652196;0.0481125879522514;0.06737060224590642;0.008293;0.0011287754743930511;3.548134663702296E-4;onions;tomatoes
0.027;0.2125984251968504;1.124859392575928;1.02997;0.5285339180060767;0.21705426356589147;0.0029969999999999997;0.09342560553633218;0.17427335883476297;0.022989865549978245;0.07743097673992502;0.0029970000000000014;2.5751889872749345E-4;8.101315041808554E-5;onions;bananas
0.189;0.189;1.0;1.0;0.0;0.18962075848303392;0.0;0.189;0.43474130238568315;0.0;-1.0;0.0;0.0;0.0;onions;
0.039;0.17647058823529413;0.9337068160597572;0.9847857142857143;0.29055845780741435;0.17937219730941703;-0.0027690000000000006;0.10512129380053908;0.1908260093025333;-0.017045775365392278;0.013285982022971477;-0.0027689999999999976;1.4711530557687258E-4;4.4536509854253836E-5;onions;apples
0.032;0.17297297297297298;0.9152009152009153;0.9806209150326797;0.3803972773585396;0.17647058823529413;-0.0029650000000000024;0.0935672514619883;0.1711327826175607;-0.019503775976936852;6.239276610286189E-4;-0.0029649999999999985;1.9354843184865578E-4;5.830691427632928E-5;onions;oranges
0.02;0.15384615384615385;0.814000814000814;0.9584545454545454;1.204722819870856;0.1590909090909091;-0.004570000000000001;0.06688963210702341;0.1275931670584921;-0.03470911724418898;0.06949346617082444;-0.004569999999999999;6.295258962241701E-4;1.8465870910699955E-4;onions;peaches
0.039;0.11607142857142858;0.6141345427059713;0.9174949494949495;17.558360133876224;0.11834319526627218;-0.024504000000000005;0.08024691358024691;0.15476190476190477;-0.13250796253009184;0.2544566279518944;-0.024504;0.009376406230127254;0.002691327882960337;onions;confectionery
